#Organism group,Strain,Source type,Collection date,Host disease,Outbreak,Host,Isolate identifiers,Serovar,Isolate,Create date,AST phenotypes,Location,Isolation source,Isolation type,SNP cluster,Min-same,Min-diff,BioSample,Assembly,AMR genotypes,Computed types
"Campylobacter jejuni",,,"2018","campylobacteriosis",,"Homo sapiens","""18W1015H1"",""SRS5274293""",,"PDT000837463.1","2020-09-16T20:26:08Z","amoxicillin-clavulanic acid=S,ampicillin=S,ciprofloxacin=S,erythromycin=S,gentamicin=S,tetracycline=S","Australia: WA","feces","clinical",,,,"SAMN12585709","GCA_014620355.1","blaOXA=COMPLETE",
"Campylobacter jejuni",,,"2018","campylobacteriosis",,"Homo sapiens","""18W1011H1"",""SRS5274289""",,"PDT000837467.1","2020-09-16T20:26:09Z","amoxicillin-clavulanic acid=S,ampicillin=R,ciprofloxacin=R,erythromycin=S,gentamicin=S,tetracycline=R","Australia: WA","feces","clinical",,,,"SAMN12585705","GCA_014620315.1","50S_L22_A103V=POINT,blaOXA-193=COMPLETE,gyrA_T86I=POINT,tet(O/M/O)=COMPLETE",
"Campylobacter jejuni",,,"2018","campylobacteriosis",,"Homo sapiens","""18W1021H1"",""SRS5274285""",,"PDT000837471.1","2020-09-16T20:26:11Z","amoxicillin-clavulanic acid=S,ampicillin=S,ciprofloxacin=R,erythromycin=S,gentamicin=S,tetracycline=R","Australia: WA","feces","clinical",,,,"SAMN12585713","GCA_014620195.1","blaOXA-193=COMPLETE,gyrA_T86I=POINT,tet(O)=COMPLETE",
"Campylobacter jejuni",,,"2018","campylobacteriosis",,"Homo sapiens","""18W1022H1"",""SRS5274284""",,"PDT000837472.1","2020-09-16T20:26:11Z","amoxicillin-clavulanic acid=S,ampicillin=S,ciprofloxacin=S,erythromycin=S,gentamicin=S,tetracycline=S","Australia: WA","feces","clinical",,,,"SAMN12585714","GCA_014620095.1","blaOXA-591=COMPLETE",
"Campylobacter jejuni",,,"2019","campylobacteriosis",,"Homo sapiens","""18N1130H1"",""SRS5274282""",,"PDT000837474.1","2020-09-16T20:26:14Z","amoxicillin-clavulanic acid=S,ampicillin=R,ciprofloxacin=R,erythromycin=S,gentamicin=S,tetracycline=S","Australia: NSW","feces","clinical",,,,"SAMN12585752","GCA_014620115.1","blaOXA-193=COMPLETE,gyrA_T86I=POINT",
"Campylobacter jejuni",,,"2019","campylobacteriosis",,"Homo sapiens","""18N1128H1"",""SRS5274279""",,"PDT000837476.1","2020-09-16T20:26:14Z","amoxicillin-clavulanic acid=S,ampicillin=S,ciprofloxacin=S,erythromycin=S,gentamicin=S,tetracycline=S","Australia: NSW","feces","clinical",,,,"SAMN12585750","GCA_014620125.1","blaOXA-631=COMPLETE",
"Campylobacter jejuni",,,"2019","campylobacteriosis",,"Homo sapiens","""18N1126H1"",""SRS5274278""",,"PDT000837478.1","2020-09-16T20:26:15Z","amoxicillin-clavulanic acid=S,ampicillin=S,ciprofloxacin=S,erythromycin=S,gentamicin=S,tetracycline=S","Australia: NSW","feces","clinical",,,,"SAMN12585748","GCA_014619955.1","blaOXA-461=COMPLETE",
"Campylobacter jejuni",,,"2018","campylobacteriosis",,"Homo sapiens","""18N1122H1"",""SRS5274276""",,"PDT000837480.1","2020-09-16T20:26:16Z","amoxicillin-clavulanic acid=S,ampicillin=S,ciprofloxacin=S,erythromycin=S,gentamicin=S,tetracycline=S","Australia: NSW","feces","clinical",,,,"SAMN12585746","GCA_014618975.1","blaOXA=COMPLETE",
"Campylobacter jejuni",,,"2018","campylobacteriosis",,"Homo sapiens","""18T1001H1"",""SRS5274270""",,"PDT000837486.1","2020-09-16T20:26:18Z","amoxicillin-clavulanic acid=S,ampicillin=S,ciprofloxacin=S,erythromycin=S,gentamicin=S,tetracycline=R","Australia: TAS","feces","clinical",,,,"SAMN12585677","GCA_014619495.1","blaOXA-193=COMPLETE,tet(O/M/O)=COMPLETE",
"Campylobacter jejuni",,,"2018","campylobacteriosis",,"Homo sapiens","""18T1003H1"",""SRS5274268""",,"PDT000837488.1","2020-09-16T20:26:19Z","amoxicillin-clavulanic acid=S,ampicillin=S,ciprofloxacin=S,erythromycin=S,gentamicin=S,tetracycline=S","Australia: TAS","feces","clinical",,,,"SAMN12585679","GCA_014619595.1","blaOXA-193=COMPLETE",
"Campylobacter jejuni",,,"2018","campylobacteriosis",,"Homo sapiens","""18S1005H1"",""SRS5274262""",,"PDT000837494.1","2020-09-16T20:26:20Z","amoxicillin-clavulanic acid=S,ampicillin=R,ciprofloxacin=R,erythromycin=S,gentamicin=S,tetracycline=S","Australia: SA","feces","clinical",,,,"SAMN12585661","GCA_014619975.1","blaOXA-193=COMPLETE,gyrA_T86I=POINT",
"Campylobacter jejuni",,,"2018","campylobacteriosis",,"Homo sapiens","""18N1111H1"",""SRS5274251""",,"PDT000837505.1","2020-09-16T20:26:23Z","amoxicillin-clavulanic acid=S,ampicillin=S,ciprofloxacin=S,erythromycin=S,gentamicin=S,tetracycline=S","Australia: NSW","feces","clinical",,,,"SAMN12585739","GCA_014618995.1","blaOXA-452=COMPLETE",
"Campylobacter jejuni",,,"2018","campylobacteriosis",,"Homo sapiens","""18N1113H1"",""SRS5274249""",,"PDT000837507.1","2020-09-16T20:26:24Z","amoxicillin-clavulanic acid=S,ampicillin=S,ciprofloxacin=S,erythromycin=S,gentamicin=S,tetracycline=S","Australia: NSW","feces","clinical",,,,"SAMN12585741","GCA_014618955.1","blaOXA-193=COMPLETE",
"Campylobacter jejuni",,,"2019","campylobacteriosis",,"Homo sapiens","""19W1005H1"",""SRS5274247""",,"PDT000837509.1","2020-09-16T20:26:25Z","amoxicillin-clavulanic acid=S,ampicillin=S,ciprofloxacin=S,erythromycin=S,gentamicin=S,tetracycline=S","Australia: WA","feces","clinical",,,,"SAMN12585735","GCA_014618875.1","50S_L22_A103V=POINT,blaOXA-193=COMPLETE",
"Campylobacter jejuni",,,"2018","campylobacteriosis",,"Homo sapiens","""18D1002H1"",""SRS5274245""",,"PDT000837511.1","2020-09-16T20:26:25Z","amoxicillin-clavulanic acid=S,ampicillin=R,ciprofloxacin=S,erythromycin=S,gentamicin=S,tetracycline=S","Australia: NT","feces","clinical",,,,"SAMN12585636","GCA_014618895.1","blaOXA-61=COMPLETE",
"Campylobacter jejuni",,,"2018","campylobacteriosis",,"Homo sapiens","""18N1116H1"",""SRS5274244""",,"PDT000837512.1","2020-09-16T20:26:26Z","amoxicillin-clavulanic acid=S,ampicillin=S,ciprofloxacin=S,erythromycin=S,gentamicin=S,tetracycline=S","Australia: NSW","feces","clinical",,,,"SAMN12585744","GCA_014618795.1","blaOXA-451=COMPLETE",
"Campylobacter jejuni",,,"2018","campylobacteriosis",,"Homo sapiens","""18Q1107H1"",""SRS5274241""",,"PDT000837515.1","2020-09-16T20:26:27Z","amoxicillin-clavulanic acid=S,ampicillin=S,ciprofloxacin=S,erythromycin=S,gentamicin=S,tetracycline=S","Australia: QLD","feces","clinical",,,,"SAMN12585644","GCA_014618755.1","blaOXA-61=COMPLETE,blaOXA=PARTIAL_END_OF_CONTIG",
"Campylobacter jejuni",,,"2018","campylobacteriosis",,"Homo sapiens","""18T1013H1"",""SRS5274239""",,"PDT000837517.1","2020-09-16T20:26:27Z","amoxicillin-clavulanic acid=S,ampicillin=S,ciprofloxacin=S,erythromycin=S,gentamicin=S,tetracycline=R","Australia: TAS","feces","clinical",,,,"SAMN12585688","GCA_014618715.1","blaOXA-193=COMPLETE,tet(O)=COMPLETE",
"Campylobacter jejuni",,,"2018","campylobacteriosis",,"Homo sapiens","""18T1009H1"",""SRS5274238""",,"PDT000837518.1","2020-09-16T20:26:27Z","amoxicillin-clavulanic acid=S,ampicillin=S,ciprofloxacin=S,erythromycin=S,gentamicin=S,tetracycline=S","Australia: TAS","feces","clinical",,,,"SAMN12585685","GCA_014618695.1","blaOXA-461=COMPLETE",
"Campylobacter jejuni",,,"2018","campylobacteriosis",,"Homo sapiens","""18T1011H1"",""SRS5274237""",,"PDT000837519.1","2020-09-16T20:26:28Z","amoxicillin-clavulanic acid=S,ampicillin=R,ciprofloxacin=S,erythromycin=S,gentamicin=S,tetracycline=S","Australia: TAS","feces","clinical",,,,"SAMN12585686","GCA_014618635.1","blaOXA=COMPLETE",
"Campylobacter jejuni",,,"2018","campylobacteriosis",,"Homo sapiens","""18T1017H1"",""SRS5274235""",,"PDT000837521.1","2020-09-16T20:26:29Z","amoxicillin-clavulanic acid=S,ampicillin=S,ciprofloxacin=R,erythromycin=S,gentamicin=S,tetracycline=S","Australia: TAS","feces","clinical",,,,"SAMN12585692","GCA_014618615.1","gyrA_T86I=POINT",
"Campylobacter jejuni",,,"2018","campylobacteriosis",,"Homo sapiens","""18T1015H1"",""SRS5274233""",,"PDT000837523.1","2020-09-16T20:26:30Z","amoxicillin-clavulanic acid=S,ampicillin=S,ciprofloxacin=S,erythromycin=S,gentamicin=S,tetracycline=S","Australia: TAS","feces","clinical",,,,"SAMN12585690","GCA_014618595.1","50S_L22_A103V=POINT",
"Campylobacter jejuni",,,"2018","campylobacteriosis",,"Homo sapiens","""18T1018H1"",""SRS5274232""",,"PDT000837524.1","2020-09-16T20:26:32Z","amoxicillin-clavulanic acid=S,ampicillin=S,ciprofloxacin=S,erythromycin=S,gentamicin=S,tetracycline=S","Australia: TAS","feces","clinical",,,,"SAMN12585693","GCA_014618575.1","blaOXA-193=COMPLETE",
"Campylobacter jejuni",,,"2018","campylobacteriosis",,"Homo sapiens","""18S1009H1"",""SRS5274230""",,"PDT000837526.1","2020-09-16T20:26:33Z","amoxicillin-clavulanic acid=S,ampicillin=S,ciprofloxacin=S,erythromycin=S,gentamicin=S,tetracycline=S","Australia: SA","feces","clinical",,,,"SAMN12585665","GCA_014618475.1","50S_L22_A103V=POINT",
"Campylobacter jejuni",,,"2018","campylobacteriosis",,"Homo sapiens","""18S1015H1"",""SRS5274224""",,"PDT000837532.1","2020-09-16T20:26:35Z","amoxicillin-clavulanic acid=S,ampicillin=S,ciprofloxacin=S,erythromycin=S,gentamicin=S,tetracycline=S","Australia: SA","feces","clinical",,,,"SAMN12585671","GCA_014619215.1",,
"Campylobacter jejuni",,,"2018","campylobacteriosis",,"Homo sapiens","""18Q1091H1"",""SRS5274220""",,"PDT000837536.1","2020-09-16T20:26:36Z","amoxicillin-clavulanic acid=S,ampicillin=S,ciprofloxacin=S,erythromycin=S,gentamicin=S,tetracycline=R","Australia: QLD","feces","clinical",,,,"SAMN12585637","GCA_014619155.1","blaOXA-591=COMPLETE,tet(O)=COMPLETE",
"Campylobacter jejuni",,,"2018","campylobacteriosis",,"Homo sapiens","""18Q1104H1"",""SRS5274218""",,"PDT000837538.1","2020-09-16T20:26:36Z","amoxicillin-clavulanic acid=S,ampicillin=S,ciprofloxacin=S,erythromycin=S,gentamicin=S,tetracycline=S","Australia: QLD","feces","clinical",,,,"SAMN12585642","GCA_014619115.1","blaOXA-193=COMPLETE",
"Campylobacter jejuni",,,"2018","campylobacteriosis",,"Homo sapiens","""18W1028H1"",""SRS5274214""",,"PDT000837542.1","2020-09-16T20:26:37Z","amoxicillin-clavulanic acid=S,ampicillin=S,ciprofloxacin=S,erythromycin=S,gentamicin=S,tetracycline=S","Australia: WA","feces","clinical",,,,"SAMN12585721","GCA_014618395.1","blaOXA-193=COMPLETE",
"Campylobacter jejuni",,,"2018","campylobacteriosis",,"Homo sapiens","""18W1024H1"",""SRS5274213""",,"PDT000837543.1","2020-09-16T20:26:38Z","amoxicillin-clavulanic acid=S,ampicillin=R,ciprofloxacin=R,erythromycin=S,gentamicin=S,tetracycline=R","Australia: WA","feces","clinical",,,,"SAMN12585716","GCA_014618455.1","blaOXA-193=COMPLETE,gyrA_T86I=POINT,tet(O)=COMPLETE",
"Campylobacter jejuni",,,"2018","campylobacteriosis",,"Homo sapiens","""19A1002H1"",""SRS5274209""",,"PDT000837547.1","2020-09-16T20:26:39Z","amoxicillin-clavulanic acid=S,ampicillin=R,ciprofloxacin=R,erythromycin=S,gentamicin=S,tetracycline=R","Australia: ACT","feces","clinical",,,,"SAMN12585798","GCA_014619415.1","50S_L22_A103V=POINT,aadE=COMPLETE,ant(6)-Ia=PARTIAL,ant(6)-Ia=PARTIAL_END_OF_CONTIG,aph(3')-IIIa=COMPLETE,blaOXA=COMPLETE,gyrA_T86I=POINT,sat4=COMPLETE,tet(O)=COMPLETE",
"Campylobacter jejuni",,,"2018","campylobacteriosis",,"Homo sapiens","""18A1058H1"",""SRS5274207""",,"PDT000837549.1","2020-09-16T20:26:39Z","amoxicillin-clavulanic acid=S,ampicillin=S,ciprofloxacin=S,erythromycin=S,gentamicin=S,tetracycline=S","Australia: ACT","feces","clinical",,,,"SAMN12585796","GCA_014617795.1","blaOXA-193=COMPLETE",
"Campylobacter jejuni",,,"2019","campylobacteriosis",,"Homo sapiens","""19W1001H1"",""SRS5274200""",,"PDT000837556.1","2020-09-16T20:26:41Z","amoxicillin-clavulanic acid=S,ampicillin=R,ciprofloxacin=R,erythromycin=R,gentamicin=S,tetracycline=R","Australia: WA","feces","clinical",,,,"SAMN12585731","GCA_014618335.1","aad9=PARTIAL,aadE=COMPLETE,aph(3')-IIIa=COMPLETE,blaOXA=COMPLETE,catA13=COMPLETE,erm(B)=COMPLETE,gyrA_T86I=POINT,tet(O)=COMPLETE,tet(O)=PARTIAL_END_OF_CONTIG",
"Campylobacter jejuni",,,"2018","campylobacteriosis",,"Homo sapiens","""19D1003H1"",""SRS5274196""",,"PDT000837560.1","2020-09-16T20:26:42Z","amoxicillin-clavulanic acid=S,ampicillin=S,ciprofloxacin=S,erythromycin=S,gentamicin=S,tetracycline=S","Australia: NT","feces","clinical",,,,"SAMN12585727","GCA_014618315.1","50S_L22_A103V=POINT,blaOXA-193=COMPLETE",
"Campylobacter jejuni",,,"2018","campylobacteriosis",,"Homo sapiens","""19D1002H1"",""SRS5274193""",,"PDT000837563.1","2020-09-16T20:26:43Z","amoxicillin-clavulanic acid=S,ampicillin=R,ciprofloxacin=S,erythromycin=S,gentamicin=S,tetracycline=S","Australia: NT","feces","clinical",,,,"SAMN12585726","GCA_014618255.1","blaOXA-193=COMPLETE,blaOXA=COMPLETE",
"Campylobacter jejuni",,,"2018","campylobacteriosis",,"Homo sapiens","""18A1052H1"",""SRS5274187""",,"PDT000837569.1","2020-09-16T20:26:44Z","amoxicillin-clavulanic acid=S,ampicillin=S,ciprofloxacin=S,erythromycin=S,gentamicin=S,tetracycline=S","Australia: ACT","feces","clinical",,,,"SAMN12585792","GCA_014618095.1","blaOXA-591=COMPLETE",
"Campylobacter jejuni",,,"2018","campylobacteriosis",,"Homo sapiens","""18A1049H1"",""SRS5274185""",,"PDT000837571.1","2020-09-16T20:26:45Z","amoxicillin-clavulanic acid=S,ampicillin=S,ciprofloxacin=S,erythromycin=S,gentamicin=S,tetracycline=S","Australia: ACT","feces","clinical",,,,"SAMN12585790","GCA_014618025.1","blaOXA-193=COMPLETE",
"Campylobacter jejuni",,,"2019","campylobacteriosis",,"Homo sapiens","""19W1004H1"",""SRS5274183""",,"PDT000837573.1","2020-09-16T20:26:45Z","amoxicillin-clavulanic acid=S,ampicillin=S,ciprofloxacin=S,erythromycin=S,gentamicin=S,tetracycline=S","Australia: WA","feces","clinical",,,,"SAMN12585734","GCA_014617995.1","blaOXA-193=COMPLETE",
"Campylobacter jejuni",,,"2018","campylobacteriosis",,"Homo sapiens","""18V1096H1"",""SRS5274178""",,"PDT000837578.1","2020-09-16T20:26:47Z","amoxicillin-clavulanic acid=S,ampicillin=S,ciprofloxacin=S,erythromycin=S,gentamicin=S,tetracycline=S","Australia: VIC","feces","clinical",,,,"SAMN12585778","GCA_014617835.1","blaOXA-193=COMPLETE",
"Campylobacter jejuni",,,"2018","campylobacteriosis",,"Homo sapiens","""18V1095H1"",""SRS5274177""",,"PDT000837579.1","2020-09-16T20:26:47Z","amoxicillin-clavulanic acid=S,ampicillin=S,ciprofloxacin=S,erythromycin=S,gentamicin=S,tetracycline=S","Australia: VIC","feces","clinical",,,,"SAMN12585777","GCA_014617815.1","blaOXA-591=COMPLETE",
"Campylobacter jejuni",,,"2018","campylobacteriosis",,"Homo sapiens","""18A1048H1"",""SRS5274176""",,"PDT000837580.1","2020-09-16T20:26:47Z","amoxicillin-clavulanic acid=S,ampicillin=S,ciprofloxacin=S,erythromycin=S,gentamicin=S,tetracycline=S","Australia: ACT","feces","clinical",,,,"SAMN12585780","GCA_014617955.1","blaOXA-193=COMPLETE",
"Campylobacter jejuni",,,"2018","campylobacteriosis",,"Homo sapiens","""18Q1131H1"",""SRS5274170""",,"PDT000837586.1","2020-09-16T20:26:49Z","amoxicillin-clavulanic acid=S,ampicillin=R,ciprofloxacin=R,erythromycin=S,gentamicin=S,tetracycline=S","Australia: QLD","feces","clinical",,,,"SAMN12585654","GCA_014617875.1","blaOXA-193=COMPLETE,gyrA_T86I=POINT",
"Campylobacter jejuni",,,"2018","campylobacteriosis",,"Homo sapiens","""18Q1122H1"",""SRS5274167""",,"PDT000837589.1","2020-09-16T20:26:50Z","amoxicillin-clavulanic acid=S,ampicillin=S,ciprofloxacin=S,erythromycin=S,gentamicin=S,tetracycline=S","Australia: QLD","feces","clinical",,,,"SAMN12585649","GCA_014617555.1","blaOXA=PARTIAL",
"Campylobacter jejuni",,,"2018","campylobacteriosis",,"Homo sapiens","""18Q1112H1"",""SRS5274162""",,"PDT000837594.1","2020-09-16T20:26:51Z","amoxicillin-clavulanic acid=S,ampicillin=S,ciprofloxacin=S,erythromycin=S,gentamicin=S,tetracycline=S","Australia: QLD","feces","clinical",,,,"SAMN12585646","GCA_014617455.1","blaOXA-449=COMPLETE,blaOXA=PARTIAL_END_OF_CONTIG",
"Campylobacter jejuni","CVM N19C693",,"2019",,,,"""CVM N19C693"",""SRS7415277""",,"PDT000843444.1","2020-09-23T19:23:53Z","azithromycin=S,ciprofloxacin=R,clindamycin=S,erythromycin=S,florfenicol=S,gentamicin=S,nalidixic acid=R,tetracycline=S","USA:KS","Chicken Breasts","environmental/other",,,,"SAMN16231197","GCA_014722735.1","gyrA_T86I=POINT",
"Campylobacter jejuni","CVM N19C645",,"2019",,,,"""CVM N19C645"",""SRS7415258""",,"PDT000843463.1","2020-09-23T19:24:00Z","azithromycin=S,ciprofloxacin=S,clindamycin=S,erythromycin=S,florfenicol=S,gentamicin=S,nalidixic acid=S,tetracycline=S","USA:NY","Chicken Whole - cut in lab","environmental/other",,,,"SAMN16231180","GCA_014722395.1","blaOXA-624=COMPLETE",
"Campylobacter jejuni","CVM N19C014",,"2019",,,,"""CVM N19C014"",""SRS7415218""",,"PDT000843503.1","2020-09-23T19:24:18Z","azithromycin=S,ciprofloxacin=S,clindamycin=S,erythromycin=S,florfenicol=S,gentamicin=S,nalidixic acid=S,telithromycin=S,tetracycline=R","USA:MN","Chicken Breasts","environmental/other",,,,"SAMN16231135","GCA_014721265.1","blaOXA-447=COMPLETE,tet(O)=COMPLETE",
"Campylobacter jejuni","CVM N18C514",,"2018",,,,"""CVM N18C514"",""SRS4953294""",,"PDT000521740.1","2019-06-12T22:51:18Z","azithromycin=S,ciprofloxacin=S,clindamycin=S,erythromycin=S,florfenicol=S,gentamicin=S,nalidixic acid=S,telithromycin=S,tetracycline=R","USA:KS","Chicken Thighs","environmental/other",,,,"SAMN12035659","GCA_006358215.1","aph(3')-IIIa=COMPLETE,tet(O)=COMPLETE",
"Campylobacter jejuni","CVM N18C510",,"2018",,,,"""CVM N18C510"",""SRS4953286""",,"PDT000521747.1","2019-06-12T22:51:19Z","azithromycin=S,ciprofloxacin=R,clindamycin=S,erythromycin=S,florfenicol=S,gentamicin=S,nalidixic acid=R,telithromycin=S,tetracycline=S","USA:KS","Chicken Thighs","environmental/other",,,,"SAMN12035655","GCA_006358615.1","ant(6)-Ia=PARTIAL,aph(3')-IIIa=COMPLETE,blaOXA-460=COMPLETE,blaOXA=COMPLETE,gyrA_T86I=POINT,sat4=COMPLETE",
"Campylobacter jejuni","CVM N18C519",,"2018",,,,"""CVM N18C519"",""SRS4953284""",,"PDT000521749.1","2019-06-12T22:51:19Z","azithromycin=S,ciprofloxacin=R,clindamycin=S,erythromycin=S,florfenicol=S,gentamicin=S,nalidixic acid=R,telithromycin=S,tetracycline=R","USA:MO","Chicken Whole - cut in lab","environmental/other",,,,"SAMN12035664","GCA_006358635.1","blaOXA-193=COMPLETE,gyrA_T86I=POINT,tet(O)=COMPLETE",
"Campylobacter jejuni","CVM N18C524",,"2018",,,,"""CVM N18C524"",""SRS4953276""",,"PDT000521757.1","2019-06-12T22:51:20Z","azithromycin=S,ciprofloxacin=R,clindamycin=S,erythromycin=S,florfenicol=S,gentamicin=S,nalidixic acid=R,telithromycin=S,tetracycline=R","USA:SC","Chicken Whole - cut in lab","environmental/other",,,,"SAMN12035668","GCA_006358495.1","gyrA_T86I=POINT,tet(O)=COMPLETE",
"Campylobacter jejuni","CVM N18C099",,"2018",,,,"""CVM N18C099"",""SRS4953268""",,"PDT000521765.1","2019-06-12T22:51:22Z","azithromycin=S,ciprofloxacin=S,clindamycin=S,erythromycin=S,florfenicol=S,gentamicin=S,nalidixic acid=S,telithromycin=S,tetracycline=S","USA:TX","Chicken Chicken Mixed Parts","environmental/other",,,,"SAMN12035594","GCA_006359035.1",,
"Campylobacter jejuni","CVM N18C492",,"2018",,,,"""CVM N18C492"",""SRS4953253""",,"PDT000521776.1","2019-06-12T22:51:25Z","azithromycin=S,ciprofloxacin=R,clindamycin=S,erythromycin=S,florfenicol=S,gentamicin=S,nalidixic acid=R,telithromycin=S,tetracycline=S","USA:IA","Chicken Wings","environmental/other",,,,"SAMN12035637","GCA_006359095.1","blaOXA-623=COMPLETE,gyrA_T86I=POINT",
"Campylobacter jejuni","CVM N18C491",,"2018",,,,"""CVM N18C491"",""SRS4953252""",,"PDT000521777.1","2019-06-12T22:51:25Z","azithromycin=S,ciprofloxacin=S,clindamycin=S,erythromycin=S,florfenicol=S,gentamicin=S,nalidixic acid=S,telithromycin=S,tetracycline=S","USA:IA","Chicken Legs","environmental/other",,,,"SAMN12035636","GCA_006359255.1",,
"Campylobacter jejuni","CVM N18C586",,"2018",,,,"""CVM N18C586"",""SRS4953246""",,"PDT000521783.1","2019-06-12T22:51:26Z","azithromycin=S,ciprofloxacin=S,clindamycin=S,erythromycin=S,florfenicol=S,gentamicin=S,nalidixic acid=S,telithromycin=S,tetracycline=S","USA:MD","ground turkey","environmental/other",,,,"SAMN12035725","GCA_006359315.1",,
"Campylobacter jejuni","CVM N18C149",,"2018",,,,"""CVM N18C149"",""SRS4953266""",,"PDT000521821.1","2019-06-12T23:51:30Z","azithromycin=S,ciprofloxacin=S,clindamycin=S,erythromycin=S,florfenicol=S,gentamicin=S,nalidixic acid=S,telithromycin=S,tetracycline=S","USA:NC","Chicken Whole - cut in lab","environmental/other",,,,"SAMN12035595","GCA_006358055.1","50S_L22_A103V=POINT",
"Campylobacter jejuni","CVM N18C531",,"2018",,,,"""CVM N18C531"",""SRS4953210""",,"PDT000521834.1","2019-06-12T23:51:32Z","azithromycin=S,ciprofloxacin=S,clindamycin=S,erythromycin=S,florfenicol=S,gentamicin=S,nalidixic acid=S,telithromycin=S,tetracycline=R","USA:SC","Chicken Breasts","environmental/other",,,,"SAMN12035675","GCA_006360475.1","blaOXA-594=COMPLETE,tet(O)=COMPLETE",
"Campylobacter jejuni","CVM N18C527",,"2018",,,,"""CVM N18C527"",""SRS4953208""",,"PDT000521838.1","2019-06-12T23:51:33Z","azithromycin=S,ciprofloxacin=R,clindamycin=S,erythromycin=S,florfenicol=S,gentamicin=S,nalidixic acid=R,telithromycin=S,tetracycline=S","USA:SC","Chicken Breasts","environmental/other",,,,"SAMN12035671","GCA_006359875.1","gyrA_T86I=POINT",
"Campylobacter jejuni","CVM N18C568",,"2018",,,,"""CVM N18C568"",""SRS4953199""",,"PDT000521845.1","2019-06-12T23:51:34Z","azithromycin=S,ciprofloxacin=R,clindamycin=S,erythromycin=S,florfenicol=S,gentamicin=S,nalidixic acid=R,telithromycin=S,tetracycline=R","USA:IA","Chicken Thighs","environmental/other",,,,"SAMN12035707","GCA_006359995.1","aph(3')-IIIa=COMPLETE,blaOXA-193=COMPLETE,gyrA_T86I=POINT,tet(O)=COMPLETE",
"Campylobacter jejuni","CVM N18C479",,"2018",,,,"""CVM N18C479"",""SRS4953184""",,"PDT000521860.1","2019-06-12T23:51:37Z","azithromycin=S,ciprofloxacin=S,clindamycin=S,erythromycin=S,florfenicol=S,gentamicin=R,nalidixic acid=S,telithromycin=S,tetracycline=R","USA:SC","ground turkey","environmental/other",,,,"SAMN12035626","GCA_006359515.1","50S_L22_A103V=POINT,aph(2'')-If=COMPLETE,blaOXA-594=COMPLETE,blaOXA=COMPLETE,tet(O)=COMPLETE",
"Campylobacter jejuni","19TN05CB02N-C",,"2019-05-16",,,,"""19TN05CB02N-C"",""SRS4969637""",,"PDT000522594.1","2019-06-13T22:49:44Z","azithromycin=S,ciprofloxacin=S,clindamycin=S,erythromycin=S,florfenicol=S,gentamicin=S,nalidixic acid=S,telithromycin=S,tetracycline=S","USA:TN","chicken breast","environmental/other",,,,"SAMN12053543","GCA_006363495.1","blaOXA-193=COMPLETE",
